FILE,LHS_SEMIDETERMINISTIC,RHS_SEMIDETERMINISTIC,LHS_STATES,RHS_STATES,LHS_TRANS,RHS_TRANS,ALPHABET_SIZE,RESULT_STATES,ALGORITHM,RUNTIME(ms),RESULT
AliasDarteFeautrierGonnord-SAS2010-Fig2b_true-termination.c_INTSET_LAZY2_Iteration6.ats,false,false,75,4,97,21,18,195,DifferenceAscc+TreeSet+lazyB+GBA,20,false
AliasDarteFeautrierGonnord-SAS2010-Fig2b_true-termination.c_INTSET_LAZY2_Iteration6.ats,false,false,75,4,97,21,18,195,DifferenceAscc+TreeSet+lazyS+lazyB+GBA,23,false
AliasDarteFeautrierGonnord-SAS2010-Fig2b_true-termination.c_INTSET_LAZY2_Iteration7.ats,false,false,102,4,132,22,18,270,DifferenceAscc+TreeSet+BA,25,true
AliasDarteFeautrierGonnord-SAS2010-Fig2b_true-termination.c_INTSET_LAZY2_Iteration7.ats,false,false,102,4,132,22,18,218,DifferenceAscc+TreeSet+GBA,31,true
AliasDarteFeautrierGonnord-SAS2010-Fig2b_true-termination.c_INTSET_LAZY2_Iteration7.ats,false,false,102,4,132,22,18,218,DifferenceAscc+TreeSet+lazyS+GBA,21,true
AliasDarteFeautrierGonnord-SAS2010-Fig2b_true-termination.c_INTSET_LAZY2_Iteration7.ats,false,false,102,4,132,22,18,217,DifferenceAscc+TreeSet+lazyB+GBA,24,true
AliasDarteFeautrierGonnord-SAS2010-Fig2b_true-termination.c_INTSET_LAZY2_Iteration7.ats,false,false,102,4,132,22,18,217,DifferenceAscc+TreeSet+lazyS+lazyB+GBA,21,true
AliasDarteFeautrierGonnord-SAS2010-Fig2b_true-termination.c_INTSET_LAZY3_Iteration2.ats,false,false,9,3,11,12,18,29,DifferenceAscc+TreeSet+BA,14,false
AliasDarteFeautrierGonnord-SAS2010-Fig2b_true-termination.c_INTSET_LAZY3_Iteration2.ats,false,false,9,3,11,12,18,27,DifferenceAscc+TreeSet+GBA,14,false
AliasDarteFeautrierGonnord-SAS2010-Fig2b_true-termination.c_INTSET_LAZY3_Iteration2.ats,false,false,9,3,11,12,18,27,DifferenceAscc+TreeSet+lazyS+GBA,14,false
AliasDarteFeautrierGonnord-SAS2010-Fig2b_true-termination.c_INTSET_LAZY3_Iteration2.ats,false,false,9,3,11,12,18,27,DifferenceAscc+TreeSet+lazyB+GBA,13,false
AliasDarteFeautrierGonnord-SAS2010-Fig2b_true-termination.c_INTSET_LAZY3_Iteration2.ats,false,false,9,3,11,12,18,27,DifferenceAscc+TreeSet+lazyS+lazyB+GBA,12,false
