FILE,LHS_SEMIDETERMINISTIC,RHS_SEMIDETERMINISTIC,LHS_STATES,RHS_STATES,LHS_TRANS,RHS_TRANS,ALPHABET_SIZE,PAIR_REJ_ANTICHAIN,PAIR_DEL_ANTICHAIN,PAIR_LEFT_ANTICHAIN,TRANS_USED_SND_BUCHI,RESULT_STATES,ALGORITHM,RUNTIME(ms),RESULT
floppy_simpl4_false-unreach-call_true-valid-memsafety_true-termination.cil.c_Iteration2.ats,true,true,93,6,123,486,776,0,0,0,486,266,ASCC,5,true
floppy_simpl4_false-unreach-call_true-valid-memsafety_true-termination.cil.c_Iteration2.ats,true,true,93,6,123,486,776,0,0,0,0,0,RABIT,117,true
TelAviv-Amir-Minimum_true-termination_true-valid-memsafety.c_Iteration7.ats,false,true,563,11,1075,72,16,0,0,0,72,9041,NCSB+Tarjan,35,true
TelAviv-Amir-Minimum_true-termination_true-valid-memsafety.c_Iteration7.ats,false,true,563,11,1075,72,16,952,4571,1676,72,7874,ASCC+Antichain,34,true
TelAviv-Amir-Minimum_true-termination_true-valid-memsafety.c_Iteration7.ats,false,true,563,11,1075,72,16,0,0,0,72,9041,ASCC,33,true
TelAviv-Amir-Minimum_true-termination_true-valid-memsafety.c_Iteration7.ats,false,true,563,11,1075,72,16,0,0,0,0,0,RABIT,60001,null
ex2-alloca_true-termination.c.i_Iteration3.ats,true,true,40,25,44,320,51,0,0,0,320,1296,NCSB+Tarjan,8,false
ex2-alloca_true-termination.c.i_Iteration3.ats,true,true,40,25,44,320,51,11,531,395,320,1013,ASCC+Antichain,8,false
ex2-alloca_true-termination.c.i_Iteration3.ats,true,true,40,25,44,320,51,0,0,0,320,1271,ASCC,8,false
ex2-alloca_true-termination.c.i_Iteration3.ats,true,true,40,25,44,320,51,0,0,0,0,0,RABIT,347,false
cstrpbrk_malloc_true-termination.c.i_Iteration4.ats,false,true,52,8,61,116,38,0,0,0,116,444,NCSB+Tarjan,2,true
cstrpbrk_malloc_true-termination.c.i_Iteration4.ats,false,true,52,8,61,116,38,2,204,119,116,354,ASCC+Antichain,2,true
cstrpbrk_malloc_true-termination.c.i_Iteration4.ats,false,true,52,8,61,116,38,0,0,0,116,444,ASCC,2,true
cstrpbrk_malloc_true-termination.c.i_Iteration4.ats,false,true,52,8,61,116,38,0,0,0,0,0,RABIT,175,true
strspn_true-termination.c.i_Iteration3.ats,true,true,23,11,24,126,35,0,0,0,126,274,NCSB+Tarjan,1,false
strspn_true-termination.c.i_Iteration3.ats,true,true,23,11,24,126,35,0,43,133,126,241,ASCC+Antichain,2,false
strspn_true-termination.c.i_Iteration3.ats,true,true,23,11,24,126,35,0,0,0,126,274,ASCC,1,false
strspn_true-termination.c.i_Iteration3.ats,true,true,23,11,24,126,35,0,0,0,0,0,RABIT,320,false
array14_alloca_false-termination.c.i_Iteration4.ats,false,true,67,6,85,80,29,0,0,0,77,88,NCSB+Tarjan,0,false
array14_alloca_false-termination.c.i_Iteration4.ats,false,true,67,6,85,80,29,0,1,30,77,67,ASCC+Antichain,0,false
array14_alloca_false-termination.c.i_Iteration4.ats,false,true,67,6,85,80,29,0,0,0,77,67,ASCC,1,false
array14_alloca_false-termination.c.i_Iteration4.ats,false,true,67,6,85,80,29,0,0,0,0,0,RABIT,481,false
strpbrk_true-termination.c.i_Iteration2.ats,true,true,19,11,20,98,30,0,0,0,98,185,NCSB+Tarjan,1,false
strpbrk_true-termination.c.i_Iteration2.ats,true,true,19,11,20,98,30,0,30,88,98,167,ASCC+Antichain,1,false
strpbrk_true-termination.c.i_Iteration2.ats,true,true,19,11,20,98,30,0,0,0,98,185,ASCC,1,false
strpbrk_true-termination.c.i_Iteration2.ats,true,true,19,11,20,98,30,0,0,0,0,0,RABIT,248,false
cstrchr_malloc_true-termination.c.i_Iteration2.ats,true,true,13,11,14,62,26,0,0,0,62,94,NCSB+Tarjan,1,true
cstrchr_malloc_true-termination.c.i_Iteration2.ats,true,true,13,11,14,62,26,0,51,36,62,89,ASCC+Antichain,1,true
cstrchr_malloc_true-termination.c.i_Iteration2.ats,true,true,13,11,14,62,26,0,0,0,62,94,ASCC,1,true
cstrchr_malloc_true-termination.c.i_Iteration2.ats,true,true,13,11,14,62,26,0,0,0,0,0,RABIT,68,true
b.15_true-termination_true-no-overflow.c_Iteration4.ats,false,true,9,3,11,17,12,0,0,0,17,14,NCSB+Tarjan,0,true
b.15_true-termination_true-no-overflow.c_Iteration4.ats,false,true,9,3,11,17,12,0,0,14,17,14,ASCC+Antichain,0,true
b.15_true-termination_true-no-overflow.c_Iteration4.ats,false,true,9,3,11,17,12,0,0,0,17,14,ASCC,0,true
b.15_true-termination_true-no-overflow.c_Iteration4.ats,false,true,9,3,11,17,12,0,0,0,0,0,RABIT,74,true
email_spec11_product40_true-unreach-call_true-termination.cil.c_Iteration2.ats,false,true,826,8,1499,3976,1148,0,0,0,2522,925,NCSB+Tarjan,24,false
email_spec11_product40_true-unreach-call_true-termination.cil.c_Iteration2.ats,false,true,826,8,1499,3976,1148,0,0,50,279,121,ASCC+Antichain,2,false
email_spec11_product40_true-unreach-call_true-termination.cil.c_Iteration2.ats,false,true,826,8,1499,3976,1148,0,0,0,279,121,ASCC,1,false
email_spec11_product40_true-unreach-call_true-termination.cil.c_Iteration2.ats,false,true,826,8,1499,3976,1148,0,0,0,0,0,RABIT,60011,null
s3_srvr_1b_true-unreach-call_false-termination.cil.c_Iteration2.ats,false,true,184,9,269,181,38,0,0,0,179,1821,NCSB+Tarjan,8,false
s3_srvr_1b_true-unreach-call_false-termination.cil.c_Iteration2.ats,false,true,184,9,269,181,38,0,493,752,179,1300,ASCC+Antichain,7,false
s3_srvr_1b_true-unreach-call_false-termination.cil.c_Iteration2.ats,false,true,184,9,269,181,38,0,0,0,179,1458,ASCC,6,false
s3_srvr_1b_true-unreach-call_false-termination.cil.c_Iteration2.ats,false,true,184,9,269,181,38,0,0,0,0,0,RABIT,506,false
PodelskiRybalchenko-TACAS2011-Fig3_true-termination.c_Iteration7.ats,false,true,8749,18,22000,44,10,0,0,0,40,15786,NCSB+Tarjan,86,false
PodelskiRybalchenko-TACAS2011-Fig3_true-termination.c_Iteration7.ats,false,true,8749,18,22000,44,10,760,4220,16291,44,25679,ASCC+Antichain,151,false
PodelskiRybalchenko-TACAS2011-Fig3_true-termination.c_Iteration7.ats,false,true,8749,18,22000,44,10,0,0,0,40,3493,ASCC,12,false
PodelskiRybalchenko-TACAS2011-Fig3_true-termination.c_Iteration7.ats,false,true,8749,18,22000,44,10,0,0,0,0,0,RABIT,60006,null
BradleyMannaSipma-CAV2005-Fig1_true-termination_true-no-overflow.c_Iteration3.ats,false,true,31,6,47,19,12,0,0,0,19,69,NCSB+Tarjan,0,true
BradleyMannaSipma-CAV2005-Fig1_true-termination_true-no-overflow.c_Iteration3.ats,false,true,31,6,47,19,12,1,11,51,19,68,ASCC+Antichain,1,true
BradleyMannaSipma-CAV2005-Fig1_true-termination_true-no-overflow.c_Iteration3.ats,false,true,31,6,47,19,12,0,0,0,19,69,ASCC,0,true
BradleyMannaSipma-CAV2005-Fig1_true-termination_true-no-overflow.c_Iteration3.ats,false,true,31,6,47,19,12,0,0,0,0,0,RABIT,128,true
Toulouse-MultiBranchesToLoop-alloca_true-termination.c.i_Iteration7.ats,true,true,122,110,131,782,115,0,0,0,782,1367,NCSB+Tarjan,11,false
Toulouse-MultiBranchesToLoop-alloca_true-termination.c.i_Iteration7.ats,true,true,122,110,131,782,115,0,519,634,782,1261,ASCC+Antichain,12,false
Toulouse-MultiBranchesToLoop-alloca_true-termination.c.i_Iteration7.ats,true,true,122,110,131,782,115,0,0,0,782,1366,ASCC,10,false
Toulouse-MultiBranchesToLoop-alloca_true-termination.c.i_Iteration7.ats,true,true,122,110,131,782,115,0,0,0,0,0,RABIT,45331,false
pals_floodmax.3_false-unreach-call.2.ufo.BOUNDED-6.pals_true-termination.c_Iteration4.ats,true,true,176,7,259,934,224,0,0,0,934,1756,NCSB+Tarjan,16,true
pals_floodmax.3_false-unreach-call.2.ufo.BOUNDED-6.pals_true-termination.c_Iteration4.ats,true,true,176,7,259,934,224,41,454,583,934,1116,ASCC+Antichain,11,true
pals_floodmax.3_false-unreach-call.2.ufo.BOUNDED-6.pals_true-termination.c_Iteration4.ats,true,true,176,7,259,934,224,0,0,0,934,1756,ASCC,16,true
pals_floodmax.3_false-unreach-call.2.ufo.BOUNDED-6.pals_true-termination.c_Iteration4.ats,true,true,176,7,259,934,224,0,0,0,0,0,RABIT,185,true
cstrncpy_mixed_alloca_true-termination.c.i_Iteration2.ats,false,true,20,9,24,75,28,0,0,0,75,63,NCSB+Tarjan,0,true
cstrncpy_mixed_alloca_true-termination.c.i_Iteration2.ats,false,true,20,9,24,75,28,0,21,35,75,58,ASCC+Antichain,0,true
cstrncpy_mixed_alloca_true-termination.c.i_Iteration2.ats,false,true,20,9,24,75,28,0,0,0,75,63,ASCC,0,true
cstrncpy_mixed_alloca_true-termination.c.i_Iteration2.ats,false,true,20,9,24,75,28,0,0,0,0,0,RABIT,294,true
Urban-2013WST-Fig2-alloca_true-termination.c.i_Iteration12.ats,false,true,78,16,81,71,22,0,0,0,71,277,NCSB+Tarjan,1,true
Urban-2013WST-Fig2-alloca_true-termination.c.i_Iteration12.ats,false,true,78,16,81,71,22,1,4,268,71,277,ASCC+Antichain,0,true
Urban-2013WST-Fig2-alloca_true-termination.c.i_Iteration12.ats,false,true,78,16,81,71,22,0,0,0,71,277,ASCC,1,true
Urban-2013WST-Fig2-alloca_true-termination.c.i_Iteration12.ats,false,true,78,16,81,71,22,0,0,0,0,0,RABIT,290,true
email_spec9_product22_false-unreach-call_true-termination.cil.c_Iteration2.ats,false,true,697,6,1253,1765,828,0,0,0,1765,2060,NCSB+Tarjan,38,true
email_spec9_product22_false-unreach-call_true-termination.cil.c_Iteration2.ats,false,true,697,6,1253,1765,828,4,12,1399,1765,1537,ASCC+Antichain,28,true
email_spec9_product22_false-unreach-call_true-termination.cil.c_Iteration2.ats,false,true,697,6,1253,1765,828,0,0,0,1765,2060,ASCC,38,true
email_spec9_product22_false-unreach-call_true-termination.cil.c_Iteration2.ats,false,true,697,6,1253,1765,828,0,0,0,0,0,RABIT,650,true
BrockschmidtCookFuhs-CAV2013-Fig9a_true-termination_true-no-overflow.c_Iteration2.ats,true,true,7,9,8,44,15,0,0,0,44,39,NCSB+Tarjan,0,false
BrockschmidtCookFuhs-CAV2013-Fig9a_true-termination_true-no-overflow.c_Iteration2.ats,true,true,7,9,8,44,15,0,2,7,44,38,ASCC+Antichain,1,false
BrockschmidtCookFuhs-CAV2013-Fig9a_true-termination_true-no-overflow.c_Iteration2.ats,true,true,7,9,8,44,15,0,0,0,44,38,ASCC,1,false
BrockschmidtCookFuhs-CAV2013-Fig9a_true-termination_true-no-overflow.c_Iteration2.ats,true,true,7,9,8,44,15,0,0,0,0,0,RABIT,146,false
cstrcspn_true-termination_true-no-overflow.c_Iteration4.ats,false,true,41,8,47,135,39,0,0,0,135,309,NCSB+Tarjan,1,true
cstrcspn_true-termination_true-no-overflow.c_Iteration4.ats,false,true,41,8,47,135,39,1,108,91,135,219,ASCC+Antichain,1,true
cstrcspn_true-termination_true-no-overflow.c_Iteration4.ats,false,true,41,8,47,135,39,0,0,0,135,309,ASCC,1,true
cstrcspn_true-termination_true-no-overflow.c_Iteration4.ats,false,true,41,8,47,135,39,0,0,0,0,0,RABIT,211,true
CookSeeZuleger-2013TACAS-Fig7b-alloca_true-termination.c.i_Iteration5.ats,false,true,470,29,576,230,37,0,0,0,230,9725,NCSB+Tarjan,35,false
CookSeeZuleger-2013TACAS-Fig7b-alloca_true-termination.c.i_Iteration5.ats,false,true,470,29,576,230,37,456,3527,3389,230,8058,ASCC+Antichain,37,false
CookSeeZuleger-2013TACAS-Fig7b-alloca_true-termination.c.i_Iteration5.ats,false,true,470,29,576,230,37,0,0,0,230,9428,ASCC,32,false
CookSeeZuleger-2013TACAS-Fig7b-alloca_true-termination.c.i_Iteration5.ats,false,true,470,29,576,230,37,0,0,0,0,0,RABIT,3951,false
PastaB11_true-termination.c_Iteration2.ats,false,true,11,9,16,36,12,0,0,0,36,101,NCSB+Tarjan,0,true
PastaB11_true-termination.c_Iteration2.ats,false,true,11,9,16,36,12,1,49,28,36,92,ASCC+Antichain,1,true
PastaB11_true-termination.c_Iteration2.ats,false,true,11,9,16,36,12,0,0,0,36,101,ASCC,1,true
PastaB11_true-termination.c_Iteration2.ats,false,true,11,9,16,36,12,0,0,0,0,0,RABIT,68,true
b.11-alloca_true-termination_true-no-overflow.c.i_Iteration4.ats,false,true,139,122,167,547,55,0,0,0,547,15819,NCSB+Tarjan,100,false
b.11-alloca_true-termination_true-no-overflow.c.i_Iteration4.ats,false,true,139,122,167,547,55,192,7018,4471,547,12624,ASCC+Antichain,136,false
b.11-alloca_true-termination_true-no-overflow.c.i_Iteration4.ats,false,true,139,122,167,547,55,0,0,0,547,15242,ASCC,93,false
b.11-alloca_true-termination_true-no-overflow.c.i_Iteration4.ats,false,true,139,122,167,547,55,0,0,0,0,0,RABIT,3650,false
Urban-alloca_true-termination.c.i_Iteration2.ats,true,true,29,19,32,162,38,0,0,0,162,319,NCSB+Tarjan,2,false
Urban-alloca_true-termination.c.i_Iteration2.ats,true,true,29,19,32,162,38,1,45,90,162,212,ASCC+Antichain,1,false
Urban-alloca_true-termination.c.i_Iteration2.ats,true,true,29,19,32,162,38,0,0,0,162,259,ASCC,1,false
Urban-alloca_true-termination.c.i_Iteration2.ats,true,true,29,19,32,162,38,0,0,0,0,0,RABIT,346,false
ChawdharyCookGulwaniSagivYang-ESOP2008-aaron4_true-termination.c_Iteration2.ats,false,true,78,3,143,42,16,0,0,0,34,75,NCSB+Tarjan,1,false
ChawdharyCookGulwaniSagivYang-ESOP2008-aaron4_true-termination.c_Iteration2.ats,false,true,78,3,143,42,16,0,0,0,26,23,ASCC+Antichain,0,false
ChawdharyCookGulwaniSagivYang-ESOP2008-aaron4_true-termination.c_Iteration2.ats,false,true,78,3,143,42,16,0,0,0,26,23,ASCC,1,false
ChawdharyCookGulwaniSagivYang-ESOP2008-aaron4_true-termination.c_Iteration2.ats,false,true,78,3,143,42,16,0,0,0,0,0,RABIT,275,false
AliasDarteFeautrierGonnord-SAS2010-nestedLoop_true-termination_true-no-overflow.c_Iteration2.ats,true,true,10,6,12,50,20,0,0,0,50,56,NCSB+Tarjan,0,false
AliasDarteFeautrierGonnord-SAS2010-nestedLoop_true-termination_true-no-overflow.c_Iteration2.ats,true,true,10,6,12,50,20,0,1,5,45,20,ASCC+Antichain,0,false
AliasDarteFeautrierGonnord-SAS2010-nestedLoop_true-termination_true-no-overflow.c_Iteration2.ats,true,true,10,6,12,50,20,0,0,0,45,20,ASCC,0,false
AliasDarteFeautrierGonnord-SAS2010-nestedLoop_true-termination_true-no-overflow.c_Iteration2.ats,true,true,10,6,12,50,20,0,0,0,0,0,RABIT,314,false
PastaC1_true-termination.c_Iteration2.ats,true,true,6,6,7,32,13,0,0,0,32,19,NCSB+Tarjan,0,false
PastaC1_true-termination.c_Iteration2.ats,true,true,6,6,7,32,13,0,1,4,32,19,ASCC+Antichain,0,false
PastaC1_true-termination.c_Iteration2.ats,true,true,6,6,7,32,13,0,0,0,32,19,ASCC,0,false
PastaC1_true-termination.c_Iteration2.ats,true,true,6,6,7,32,13,0,0,0,0,0,RABIT,104,false
cstrncpy_diffterm_alloca_true-termination.c.i_Iteration2.ats,false,true,20,13,23,77,28,0,0,0,77,92,NCSB+Tarjan,1,true
cstrncpy_diffterm_alloca_true-termination.c.i_Iteration2.ats,false,true,20,13,23,77,28,0,20,48,77,71,ASCC+Antichain,0,true
cstrncpy_diffterm_alloca_true-termination.c.i_Iteration2.ats,false,true,20,13,23,77,28,0,0,0,77,92,ASCC,1,true
cstrncpy_diffterm_alloca_true-termination.c.i_Iteration2.ats,false,true,20,13,23,77,28,0,0,0,0,0,RABIT,140,true
AliasDarteFeautrierGonnord-SAS2010-speedpldi2_true-termination_true-no-overflow.c_Iteration3.ats,false,true,12,10,14,36,12,0,0,0,36,129,NCSB+Tarjan,0,true
AliasDarteFeautrierGonnord-SAS2010-speedpldi2_true-termination_true-no-overflow.c_Iteration3.ats,false,true,12,10,14,36,12,3,29,76,36,114,ASCC+Antichain,0,true
AliasDarteFeautrierGonnord-SAS2010-speedpldi2_true-termination_true-no-overflow.c_Iteration3.ats,false,true,12,10,14,36,12,0,0,0,36,129,ASCC,0,true
AliasDarteFeautrierGonnord-SAS2010-speedpldi2_true-termination_true-no-overflow.c_Iteration3.ats,false,true,12,10,14,36,12,0,0,0,0,0,RABIT,122,true
AliasDarteFeautrierGonnord-SAS2010-complex_true-termination.c_Iteration2.ats,true,true,8,6,11,60,17,0,0,0,60,69,NCSB+Tarjan,0,false
AliasDarteFeautrierGonnord-SAS2010-complex_true-termination.c_Iteration2.ats,true,true,8,6,11,60,17,0,0,24,60,64,ASCC+Antichain,1,false
AliasDarteFeautrierGonnord-SAS2010-complex_true-termination.c_Iteration2.ats,true,true,8,6,11,60,17,0,0,0,60,68,ASCC,0,false
AliasDarteFeautrierGonnord-SAS2010-complex_true-termination.c_Iteration2.ats,true,true,8,6,11,60,17,0,0,0,0,0,RABIT,160,false
array07_alloca_true-termination.c.i_Iteration3.ats,false,true,20,53,22,140,26,0,0,0,140,611,NCSB+Tarjan,4,true
array07_alloca_true-termination.c.i_Iteration3.ats,false,true,20,53,22,140,26,0,5,592,140,599,ASCC+Antichain,6,true
array07_alloca_true-termination.c.i_Iteration3.ats,false,true,20,53,22,140,26,0,0,0,140,611,ASCC,4,true
array07_alloca_true-termination.c.i_Iteration3.ats,false,true,20,53,22,140,26,0,0,0,0,0,RABIT,305,true
strtok_r_true-termination.c.i_Iteration7.ats,false,true,159,6,199,182,70,0,0,0,166,89,NCSB+Tarjan,1,false
strtok_r_true-termination.c.i_Iteration7.ats,false,true,159,6,199,182,70,0,0,12,166,88,ASCC+Antichain,1,false
strtok_r_true-termination.c.i_Iteration7.ats,false,true,159,6,199,182,70,0,0,0,166,89,ASCC,0,false
strtok_r_true-termination.c.i_Iteration7.ats,false,true,159,6,199,182,70,0,0,0,0,0,RABIT,2016,false
BrockschmidtCookFuhs-2013CAV-Fig1-alloca_true-termination.c.i_Iteration2.ats,true,true,17,35,18,148,24,0,0,0,148,419,NCSB+Tarjan,2,false
BrockschmidtCookFuhs-2013CAV-Fig1-alloca_true-termination.c.i_Iteration2.ats,true,true,17,35,18,148,24,0,20,291,148,409,ASCC+Antichain,3,false
BrockschmidtCookFuhs-2013CAV-Fig1-alloca_true-termination.c.i_Iteration2.ats,true,true,17,35,18,148,24,0,0,0,148,414,ASCC,2,false
BrockschmidtCookFuhs-2013CAV-Fig1-alloca_true-termination.c.i_Iteration2.ats,true,true,17,35,18,148,24,0,0,0,0,0,RABIT,291,false
c.08_true-termination_true-no-overflow.c_Iteration2.ats,true,true,6,6,7,32,13,0,0,0,32,19,NCSB+Tarjan,0,false
c.08_true-termination_true-no-overflow.c_Iteration2.ats,true,true,6,6,7,32,13,0,1,4,32,19,ASCC+Antichain,1,false
c.08_true-termination_true-no-overflow.c_Iteration2.ats,true,true,6,6,7,32,13,0,0,0,32,19,ASCC,0,false
c.08_true-termination_true-no-overflow.c_Iteration2.ats,true,true,6,6,7,32,13,0,0,0,0,0,RABIT,95,false
twisted_true-termination_true-no-overflow.c_Iteration3.ats,false,true,11,3,16,36,17,0,0,0,36,25,NCSB+Tarjan,0,true
twisted_true-termination_true-no-overflow.c_Iteration3.ats,false,true,11,3,16,36,17,0,5,18,36,24,ASCC+Antichain,0,true
twisted_true-termination_true-no-overflow.c_Iteration3.ats,false,true,11,3,16,36,17,0,0,0,36,25,ASCC,0,true
twisted_true-termination_true-no-overflow.c_Iteration3.ats,false,true,11,3,16,36,17,0,0,0,0,0,RABIT,69,true
pals_opt-floodmax.4_false-unreach-call.3.ufo.BOUNDED-8.pals_true-termination.c_Iteration3.ats,true,true,415,7,719,2646,579,0,0,0,2646,3588,NCSB+Tarjan,56,true
pals_opt-floodmax.4_false-unreach-call.3.ufo.BOUNDED-8.pals_true-termination.c_Iteration3.ats,true,true,415,7,719,2646,579,67,854,1261,2646,2293,ASCC+Antichain,38,true
pals_opt-floodmax.4_false-unreach-call.3.ufo.BOUNDED-8.pals_true-termination.c_Iteration3.ats,true,true,415,7,719,2646,579,0,0,0,2646,3588,ASCC,57,true
pals_opt-floodmax.4_false-unreach-call.3.ufo.BOUNDED-8.pals_true-termination.c_Iteration3.ats,true,true,415,7,719,2646,579,0,0,0,0,0,RABIT,471,true
TelAviv-Amir-Minimum_true-termination_true-valid-memsafety.c_Iteration5.ats,false,true,291,9,530,55,16,0,0,0,55,344,NCSB+Tarjan,1,false
TelAviv-Amir-Minimum_true-termination_true-valid-memsafety.c_Iteration5.ats,false,true,291,9,530,55,16,0,12,47,55,132,ASCC+Antichain,1,false
TelAviv-Amir-Minimum_true-termination_true-valid-memsafety.c_Iteration5.ats,false,true,291,9,530,55,16,0,0,0,55,142,ASCC,0,false
TelAviv-Amir-Minimum_true-termination_true-valid-memsafety.c_Iteration5.ats,false,true,291,9,530,55,16,0,0,0,0,0,RABIT,3909,false
c.03-alloca_true-termination_true-no-overflow.c.i_Iteration3.ats,false,true,42,14,45,97,32,0,0,0,97,211,NCSB+Tarjan,1,false
c.03-alloca_true-termination_true-no-overflow.c.i_Iteration3.ats,false,true,42,14,45,97,32,0,0,39,97,115,ASCC+Antichain,1,false
c.03-alloca_true-termination_true-no-overflow.c.i_Iteration3.ats,false,true,42,14,45,97,32,0,0,0,97,128,ASCC,1,false
c.03-alloca_true-termination_true-no-overflow.c.i_Iteration3.ats,false,true,42,14,45,97,32,0,0,0,0,0,RABIT,448,false
Urban-alloca_true-termination.c.i_Iteration6.ats,false,true,7798,20,10654,198,38,0,0,0,198,40227,NCSB+Tarjan,204,false
Urban-alloca_true-termination.c.i_Iteration6.ats,false,true,7798,20,10654,198,38,431,1630,25083,198,27622,ASCC+Antichain,208,false
Urban-alloca_true-termination.c.i_Iteration6.ats,false,true,7798,20,10654,198,38,0,0,0,198,28001,ASCC,115,false
Urban-alloca_true-termination.c.i_Iteration6.ats,false,true,7798,20,10654,198,38,0,0,0,0,0,RABIT,26743,null
CookSeeZuleger-TACAS2013-Fig7b_true-termination_true-no-overflow.c_Iteration2.ats,false,true,17,6,25,27,12,0,0,0,27,73,NCSB+Tarjan,0,false
CookSeeZuleger-TACAS2013-Fig7b_true-termination_true-no-overflow.c_Iteration2.ats,false,true,17,6,25,27,12,0,0,3,27,34,ASCC+Antichain,0,false
CookSeeZuleger-TACAS2013-Fig7b_true-termination_true-no-overflow.c_Iteration2.ats,false,true,17,6,25,27,12,0,0,0,27,34,ASCC,1,false
CookSeeZuleger-TACAS2013-Fig7b_true-termination_true-no-overflow.c_Iteration2.ats,false,true,17,6,25,27,12,0,0,0,0,0,RABIT,107,false
strcspn_true-termination.c.i_Iteration3.ats,false,true,56,12,68,92,31,0,0,0,92,297,NCSB+Tarjan,1,true
strcspn_true-termination.c.i_Iteration3.ats,false,true,56,12,68,92,31,3,55,233,92,297,ASCC+Antichain,2,true
strcspn_true-termination.c.i_Iteration3.ats,false,true,56,12,68,92,31,0,0,0,92,297,ASCC,1,true
strcspn_true-termination.c.i_Iteration3.ats,false,true,56,12,68,92,31,0,0,0,0,0,RABIT,190,true
pals_lcr-var-start-time.4_true-unreach-call.ufo.BOUNDED-8.pals_true-termination.c_Iteration3.ats,true,true,93,7,130,713,163,0,0,0,713,908,NCSB+Tarjan,9,true
pals_lcr-var-start-time.4_true-unreach-call.ufo.BOUNDED-8.pals_true-termination.c_Iteration3.ats,true,true,93,7,130,713,163,30,246,311,713,610,ASCC+Antichain,6,true
pals_lcr-var-start-time.4_true-unreach-call.ufo.BOUNDED-8.pals_true-termination.c_Iteration3.ats,true,true,93,7,130,713,163,0,0,0,713,908,ASCC,9,true
pals_lcr-var-start-time.4_true-unreach-call.ufo.BOUNDED-8.pals_true-termination.c_Iteration3.ats,true,true,93,7,130,713,163,0,0,0,0,0,RABIT,130,true
PodelskiRybalchenko-TACAS2011-Fig3_true-termination.c_Iteration4.ats,false,true,172,10,292,26,10,0,0,0,26,599,NCSB+Tarjan,2,false
PodelskiRybalchenko-TACAS2011-Fig3_true-termination.c_Iteration4.ats,false,true,172,10,292,26,10,0,1,109,26,171,ASCC+Antichain,1,false
PodelskiRybalchenko-TACAS2011-Fig3_true-termination.c_Iteration4.ats,false,true,172,10,292,26,10,0,0,0,26,182,ASCC,0,false
PodelskiRybalchenko-TACAS2011-Fig3_true-termination.c_Iteration4.ats,false,true,172,10,292,26,10,0,0,0,0,0,RABIT,1210,false
a.01_true-termination_true-no-overflow.c_Iteration3.ats,true,true,8,6,9,32,13,0,0,0,32,20,NCSB+Tarjan,1,false
a.01_true-termination_true-no-overflow.c_Iteration3.ats,true,true,8,6,9,32,13,0,1,4,32,20,ASCC+Antichain,0,false
a.01_true-termination_true-no-overflow.c_Iteration3.ats,true,true,8,6,9,32,13,0,0,0,32,20,ASCC,0,false
a.01_true-termination_true-no-overflow.c_Iteration3.ats,true,true,8,6,9,32,13,0,0,0,0,0,RABIT,104,false
strtok_r_true-termination.c.i_Iteration5.ats,false,true,73,13,85,264,70,0,0,0,251,819,NCSB+Tarjan,5,false
strtok_r_true-termination.c.i_Iteration5.ats,false,true,73,13,85,264,70,0,165,426,251,706,ASCC+Antichain,5,false
strtok_r_true-termination.c.i_Iteration5.ats,false,true,73,13,85,264,70,0,0,0,251,803,ASCC,4,false
strtok_r_true-termination.c.i_Iteration5.ats,false,true,73,13,85,264,70,0,0,0,0,0,RABIT,1518,false
strstr_true-termination.c.i_Iteration2.ats,false,true,41,15,47,214,43,0,0,0,162,351,NCSB+Tarjan,1,false
strstr_true-termination.c.i_Iteration2.ats,false,true,41,15,47,214,43,0,4,148,162,232,ASCC+Antichain,2,false
strstr_true-termination.c.i_Iteration2.ats,false,true,41,15,47,214,43,0,0,0,162,351,ASCC,1,false
strstr_true-termination.c.i_Iteration2.ats,false,true,41,15,47,214,43,0,0,0,0,0,RABIT,341,false
mcmillan2006_true-unreach-call_true-termination.c.i_Iteration3.ats,false,true,17,6,18,60,25,0,0,0,60,43,NCSB+Tarjan,0,true
mcmillan2006_true-unreach-call_true-termination.c.i_Iteration3.ats,false,true,17,6,18,60,25,0,6,33,60,41,ASCC+Antichain,0,true
mcmillan2006_true-unreach-call_true-termination.c.i_Iteration3.ats,false,true,17,6,18,60,25,0,0,0,60,43,ASCC,1,true
mcmillan2006_true-unreach-call_true-termination.c.i_Iteration3.ats,false,true,17,6,18,60,25,0,0,0,0,0,RABIT,130,true
email_spec11_product32_false-unreach-call_true-termination.cil.c_Iteration2.ats,false,true,1318,6,2406,2065,1851,0,0,0,2065,3921,NCSB+Tarjan,135,true
email_spec11_product32_false-unreach-call_true-termination.cil.c_Iteration2.ats,false,true,1318,6,2406,2065,1851,2,18,2643,2065,2803,ASCC+Antichain,98,true
email_spec11_product32_false-unreach-call_true-termination.cil.c_Iteration2.ats,false,true,1318,6,2406,2065,1851,0,0,0,2065,3921,ASCC,136,true
email_spec11_product32_false-unreach-call_true-termination.cil.c_Iteration2.ats,false,true,1318,6,2406,2065,1851,0,0,0,0,0,RABIT,1780,true
s3_srvr_1a_true-unreach-call_false-termination.cil.c_Iteration2.ats,false,true,172,9,272,452,74,0,0,0,452,1659,NCSB+Tarjan,10,false
s3_srvr_1a_true-unreach-call_false-termination.cil.c_Iteration2.ats,false,true,172,9,272,452,74,46,492,552,452,1125,ASCC+Antichain,8,false
