FILE,LHS_SEMIDETERMINISTIC,RHS_SEMIDETERMINISTIC,LHS_STATES,RHS_STATES,LHS_TRANS,RHS_TRANS,ALPHABET_SIZE,PAIR_REJ_ANTICHAIN,PAIR_DEL_ANTICHAIN,PAIR_LEFT_ANTICHAIN,TRANS_USED_SND_BUCHI,RESULT_STATES,ALGORITHM,RUNTIME(ms),RESULT
MinusUserDefined_true-termination_true-no-overflow.c_Iteration2.ats,false,true,11,10,15,37,16,0,0,0,35,32,NCSB+Tarjan,0,false
MinusUserDefined_true-termination_true-no-overflow.c_Iteration2.ats,false,true,11,10,15,37,16,0,0,2,30,11,ASCC+Antichain,0,false
MinusUserDefined_true-termination_true-no-overflow.c_Iteration2.ats,false,true,11,10,15,37,16,0,0,0,30,11,ASCC,0,false
MinusUserDefined_true-termination_true-no-overflow.c_Iteration2.ats,false,true,11,10,15,37,16,0,0,0,0,0,RABIT,110,false
PodelskiRybalchenko-LICS2004-Fig2_true-termination.c_Iteration4.ats,false,true,172,10,292,26,10,0,0,0,26,599,NCSB+Tarjan,1,false
PodelskiRybalchenko-LICS2004-Fig2_true-termination.c_Iteration4.ats,false,true,172,10,292,26,10,0,1,109,26,171,ASCC+Antichain,0,false
PodelskiRybalchenko-LICS2004-Fig2_true-termination.c_Iteration4.ats,false,true,172,10,292,26,10,0,0,0,26,182,ASCC,0,false
PodelskiRybalchenko-LICS2004-Fig2_true-termination.c_Iteration4.ats,false,true,172,10,292,26,10,0,0,0,0,0,RABIT,1180,false
GCD3_true-termination_true-no-overflow.c_Iteration5.ats,false,true,18,7,21,44,25,0,0,0,44,75,NCSB+Tarjan,0,true
GCD3_true-termination_true-no-overflow.c_Iteration5.ats,false,true,18,7,21,44,25,4,11,47,44,68,ASCC+Antichain,1,true
GCD3_true-termination_true-no-overflow.c_Iteration5.ats,false,true,18,7,21,44,25,0,0,0,44,75,ASCC,0,true
GCD3_true-termination_true-no-overflow.c_Iteration5.ats,false,true,18,7,21,44,25,0,0,0,0,0,RABIT,131,true
pals_floodmax.5_false-unreach-call.1.ufo.BOUNDED-10.pals_true-termination.c_Iteration3.ats,true,true,808,7,1453,5478,1260,0,0,0,5478,5451,NCSB+Tarjan,149,true
pals_floodmax.5_false-unreach-call.1.ufo.BOUNDED-10.pals_true-termination.c_Iteration3.ats,true,true,808,7,1453,5478,1260,81,1106,2173,5478,3607,ASCC+Antichain,100,true
pals_floodmax.5_false-unreach-call.1.ufo.BOUNDED-10.pals_true-termination.c_Iteration3.ats,true,true,808,7,1453,5478,1260,0,0,0,5478,5451,ASCC,152,true
pals_floodmax.5_false-unreach-call.1.ufo.BOUNDED-10.pals_true-termination.c_Iteration3.ats,true,true,808,7,1453,5478,1260,0,0,0,0,0,RABIT,1862,true
GulwaniJainKoskinen-PLDI2009-Fig1_true-termination.c_Iteration5.ats,false,true,170,33,261,73,12,0,0,0,73,8472,NCSB+Tarjan,34,true
GulwaniJainKoskinen-PLDI2009-Fig1_true-termination.c_Iteration5.ats,false,true,170,33,261,73,12,39,2165,4145,73,6761,ASCC+Antichain,50,true
GulwaniJainKoskinen-PLDI2009-Fig1_true-termination.c_Iteration5.ats,false,true,170,33,261,73,12,0,0,0,73,8472,ASCC,33,true
GulwaniJainKoskinen-PLDI2009-Fig1_true-termination.c_Iteration5.ats,false,true,170,33,261,73,12,0,0,0,0,0,RABIT,129,true
cstrspn_diffterm_alloca_true-termination.c.i_Iteration4.ats,false,true,52,8,61,116,35,0,0,0,116,444,NCSB+Tarjan,2,true
cstrspn_diffterm_alloca_true-termination.c.i_Iteration4.ats,false,true,52,8,61,116,35,2,278,119,116,417,ASCC+Antichain,2,true
cstrspn_diffterm_alloca_true-termination.c.i_Iteration4.ats,false,true,52,8,61,116,35,0,0,0,116,444,ASCC,2,true
cstrspn_diffterm_alloca_true-termination.c.i_Iteration4.ats,false,true,52,8,61,116,35,0,0,0,0,0,RABIT,201,true
Piecewise_true-termination_true-valid-memsafety.c_Iteration2.ats,false,true,17,6,25,28,12,0,0,0,26,18,NCSB+Tarjan,0,false
Piecewise_true-termination_true-valid-memsafety.c_Iteration2.ats,false,true,17,6,25,28,12,0,0,2,26,18,ASCC+Antichain,0,false
Piecewise_true-termination_true-valid-memsafety.c_Iteration2.ats,false,true,17,6,25,28,12,0,0,0,26,18,ASCC,0,false
Piecewise_true-termination_true-valid-memsafety.c_Iteration2.ats,false,true,17,6,25,28,12,0,0,0,0,0,RABIT,100,false
cggmp2005b_true-unreach-call_true-termination.c.i_Iteration4.ats,false,true,27,3,35,35,21,0,0,0,35,74,NCSB+Tarjan,0,true
cggmp2005b_true-unreach-call_true-termination.c.i_Iteration4.ats,false,true,27,3,35,35,21,0,19,49,35,71,ASCC+Antichain,1,true
cggmp2005b_true-unreach-call_true-termination.c.i_Iteration4.ats,false,true,27,3,35,35,21,0,0,0,35,74,ASCC,0,true
cggmp2005b_true-unreach-call_true-termination.c.i_Iteration4.ats,false,true,27,3,35,35,21,0,0,0,0,0,RABIT,142,true
min_rf_true-termination.c_Iteration3.ats,false,true,116,8,208,29,12,0,0,0,29,300,NCSB+Tarjan,1,false
min_rf_true-termination.c_Iteration3.ats,false,true,116,8,208,29,12,0,0,213,29,246,ASCC+Antichain,1,false
min_rf_true-termination.c_Iteration3.ats,false,true,116,8,208,29,12,0,0,0,29,246,ASCC,1,false
min_rf_true-termination.c_Iteration3.ats,false,true,116,8,208,29,12,0,0,0,0,0,RABIT,230,false
NO_12_false-termination.c_Iteration2.ats,false,true,9,10,11,31,11,0,0,0,31,60,NCSB+Tarjan,1,false
NO_12_false-termination.c_Iteration2.ats,false,true,9,10,11,31,11,0,3,27,31,46,ASCC+Antichain,0,false
NO_12_false-termination.c_Iteration2.ats,false,true,9,10,11,31,11,0,0,0,31,47,ASCC,0,false
NO_12_false-termination.c_Iteration2.ats,false,true,9,10,11,31,11,0,0,0,0,0,RABIT,98,false
lis-alloca_true-termination.c.i_Iteration9.ats,false,true,485,41,596,620,52,0,0,0,620,51243,NCSB+Tarjan,259,false
lis-alloca_true-termination.c.i_Iteration9.ats,false,true,485,41,596,620,52,0,44,50036,620,50475,ASCC+Antichain,788,false
lis-alloca_true-termination.c.i_Iteration9.ats,false,true,485,41,596,620,52,0,0,0,620,50890,ASCC,226,false
lis-alloca_true-termination.c.i_Iteration9.ats,false,true,485,41,596,620,52,0,0,0,0,0,RABIT,60002,null
pals_opt-floodmax.4_true-unreach-call.ufo.BOUNDED-8.pals_true-termination.c_Iteration3.ats,true,true,415,7,719,2646,579,0,0,0,2646,3588,NCSB+Tarjan,57,true
pals_opt-floodmax.4_true-unreach-call.ufo.BOUNDED-8.pals_true-termination.c_Iteration3.ats,true,true,415,7,719,2646,579,67,854,1261,2646,2293,ASCC+Antichain,38,true
pals_opt-floodmax.4_true-unreach-call.ufo.BOUNDED-8.pals_true-termination.c_Iteration3.ats,true,true,415,7,719,2646,579,0,0,0,2646,3588,ASCC,57,true
pals_opt-floodmax.4_true-unreach-call.ufo.BOUNDED-8.pals_true-termination.c_Iteration3.ats,true,true,415,7,719,2646,579,0,0,0,0,0,RABIT,453,true
c.02-alloca_true-termination_true-no-overflow.c.i_Iteration3.ats,true,true,26,82,27,256,36,0,0,0,256,1980,NCSB+Tarjan,16,false
c.02-alloca_true-termination_true-no-overflow.c.i_Iteration3.ats,true,true,26,82,27,256,36,0,988,777,256,1827,ASCC+Antichain,27,false
c.02-alloca_true-termination_true-no-overflow.c.i_Iteration3.ats,true,true,26,82,27,256,36,0,0,0,256,1945,ASCC,15,false
c.02-alloca_true-termination_true-no-overflow.c.i_Iteration3.ats,true,true,26,82,27,256,36,0,0,0,0,0,RABIT,663,false
java_Continue1-alloca_true-termination.c.i_Iteration2.ats,true,true,26,10,27,65,24,0,0,0,65,64,NCSB+Tarjan,0,false
java_Continue1-alloca_true-termination.c.i_Iteration2.ats,true,true,26,10,27,65,24,0,0,8,65,45,ASCC+Antichain,1,false
java_Continue1-alloca_true-termination.c.i_Iteration2.ats,true,true,26,10,27,65,24,0,0,0,65,45,ASCC,0,false
java_Continue1-alloca_true-termination.c.i_Iteration2.ats,true,true,26,10,27,65,24,0,0,0,0,0,RABIT,275,false
Narrowing_false-termination_true-no-overflow.c_Iteration16.ats,false,true,120,8,139,74,18,0,0,0,73,153,NCSB+Tarjan,1,false
Narrowing_false-termination_true-no-overflow.c_Iteration16.ats,false,true,120,8,139,74,18,0,0,80,73,139,ASCC+Antichain,1,false
Narrowing_false-termination_true-no-overflow.c_Iteration16.ats,false,true,120,8,139,74,18,0,0,0,73,139,ASCC,1,false
Narrowing_false-termination_true-no-overflow.c_Iteration16.ats,false,true,120,8,139,74,18,0,0,0,0,0,RABIT,797,false
b.15-alloca_true-termination_true-no-overflow.c.i_Iteration4.ats,true,true,29,123,30,254,35,0,0,0,254,3542,NCSB+Tarjan,29,false
b.15-alloca_true-termination_true-no-overflow.c.i_Iteration4.ats,true,true,29,123,30,254,35,15,826,2153,254,3064,ASCC+Antichain,70,false
b.15-alloca_true-termination_true-no-overflow.c.i_Iteration4.ats,true,true,29,123,30,254,35,0,0,0,254,3542,ASCC,29,false
b.15-alloca_true-termination_true-no-overflow.c.i_Iteration4.ats,true,true,29,123,30,254,35,0,0,0,0,0,RABIT,713,false
token_ring.01_true-unreach-call_false-termination.cil.c_Iteration11.ats,true,true,407,14,516,1472,222,0,0,0,1472,6895,NCSB+Tarjan,61,false
token_ring.01_true-unreach-call_false-termination.cil.c_Iteration11.ats,true,true,407,14,516,1472,222,254,1736,2524,1472,4671,ASCC+Antichain,45,false
token_ring.01_true-unreach-call_false-termination.cil.c_Iteration11.ats,true,true,407,14,516,1472,222,0,0,0,1472,5845,ASCC,51,false
token_ring.01_true-unreach-call_false-termination.cil.c_Iteration11.ats,true,true,407,14,516,1472,222,0,0,0,0,0,RABIT,60003,null
floppy_simpl4_true-unreach-call_true-valid-memsafety_true-termination.cil.c_Iteration2.ats,true,true,93,6,123,486,775,0,0,0,486,266,NCSB+Tarjan,5,true
floppy_simpl4_true-unreach-call_true-valid-memsafety_true-termination.cil.c_Iteration2.ats,true,true,93,6,123,486,775,0,10,185,486,205,ASCC+Antichain,3,true
floppy_simpl4_true-unreach-call_true-valid-memsafety_true-termination.cil.c_Iteration2.ats,true,true,93,6,123,486,775,0,0,0,486,266,ASCC,5,true
floppy_simpl4_true-unreach-call_true-valid-memsafety_true-termination.cil.c_Iteration2.ats,true,true,93,6,123,486,775,0,0,0,0,0,RABIT,118,true
b.16_true-termination_true-no-overflow.c_Iteration2.ats,true,true,6,6,7,32,13,0,0,0,32,19,NCSB+Tarjan,0,false
b.16_true-termination_true-no-overflow.c_Iteration2.ats,true,true,6,6,7,32,13,0,1,4,32,19,ASCC+Antichain,0,false
b.16_true-termination_true-no-overflow.c_Iteration2.ats,true,true,6,6,7,32,13,0,0,0,32,19,ASCC,0,false
b.16_true-termination_true-no-overflow.c_Iteration2.ats,true,true,6,6,7,32,13,0,0,0,0,0,RABIT,102,false
LarrazOliverasRodriguez-CarbonellRubio-FMCAD2013-Fig1_true-termination_true-no-overflow.c_Iteration3.ats,false,true,165,25,282,88,15,0,0,0,88,33310,NCSB+Tarjan,196,false
LarrazOliverasRodriguez-CarbonellRubio-FMCAD2013-Fig1_true-termination_true-no-overflow.c_Iteration3.ats,false,true,165,25,282,88,15,132,3859,3046,88,7970,ASCC+Antichain,76,false
LarrazOliverasRodriguez-CarbonellRubio-FMCAD2013-Fig1_true-termination_true-no-overflow.c_Iteration3.ats,false,true,165,25,282,88,15,0,0,0,88,20640,ASCC,91,false
LarrazOliverasRodriguez-CarbonellRubio-FMCAD2013-Fig1_true-termination_true-no-overflow.c_Iteration3.ats,false,true,165,25,282,88,15,0,0,0,0,0,RABIT,1437,false
cstrspn_malloc_true-termination.c.i_Iteration3.ats,true,true,23,11,26,135,38,0,0,0,132,274,NCSB+Tarjan,2,false
cstrspn_malloc_true-termination.c.i_Iteration3.ats,true,true,23,11,26,135,38,0,44,135,132,240,ASCC+Antichain,1,false
cstrspn_malloc_true-termination.c.i_Iteration3.ats,true,true,23,11,26,135,38,0,0,0,132,274,ASCC,2,false
cstrspn_malloc_true-termination.c.i_Iteration3.ats,true,true,23,11,26,135,38,0,0,0,0,0,RABIT,276,false
TelAviv-Amir-Minimum_true-termination_true-valid-memsafety.c_Iteration2.ats,false,true,63,9,92,54,16,0,0,0,53,77,NCSB+Tarjan,0,false
TelAviv-Amir-Minimum_true-termination_true-valid-memsafety.c_Iteration2.ats,false,true,63,9,92,54,16,0,0,26,53,61,ASCC+Antichain,0,false
TelAviv-Amir-Minimum_true-termination_true-valid-memsafety.c_Iteration2.ats,false,true,63,9,92,54,16,0,0,0,53,61,ASCC,0,false
TelAviv-Amir-Minimum_true-termination_true-valid-memsafety.c_Iteration2.ats,false,true,63,9,92,54,16,0,0,0,0,0,RABIT,422,false
gcd1_true-termination.c_Iteration2.ats,true,true,8,9,11,53,17,0,0,0,50,40,NCSB+Tarjan,1,false
gcd1_true-termination.c_Iteration2.ats,true,true,8,9,11,53,17,0,8,16,50,40,ASCC+Antichain,0,false
gcd1_true-termination.c_Iteration2.ats,true,true,8,9,11,53,17,0,0,0,50,40,ASCC,0,false
gcd1_true-termination.c_Iteration2.ats,true,true,8,9,11,53,17,0,0,0,0,0,RABIT,126,false
PastaC2_true-termination.c_Iteration4.ats,false,true,12,3,15,23,13,0,0,0,23,27,NCSB+Tarjan,0,true
PastaC2_true-termination.c_Iteration4.ats,false,true,12,3,15,23,13,0,3,19,23,24,ASCC+Antichain,0,true
PastaC2_true-termination.c_Iteration4.ats,false,true,12,3,15,23,13,0,0,0,23,27,ASCC,0,true
PastaC2_true-termination.c_Iteration4.ats,false,true,12,3,15,23,13,0,0,0,0,0,RABIT,120,true
Nested_true-termination_true-no-overflow.c_Iteration2.ats,true,true,6,6,7,34,13,0,0,0,34,19,NCSB+Tarjan,0,false
Nested_true-termination_true-no-overflow.c_Iteration2.ats,true,true,6,6,7,34,13,0,1,4,34,19,ASCC+Antichain,0,false
Nested_true-termination_true-no-overflow.c_Iteration2.ats,true,true,6,6,7,34,13,0,0,0,34,19,ASCC,0,false
Nested_true-termination_true-no-overflow.c_Iteration2.ats,true,true,6,6,7,34,13,0,0,0,0,0,RABIT,102,false
PodelskiRybalchenko-LICS2004-Fig2_true-termination.c_Iteration2.ats,false,true,24,8,36,25,10,0,0,0,25,125,NCSB+Tarjan,1,false
PodelskiRybalchenko-LICS2004-Fig2_true-termination.c_Iteration2.ats,false,true,24,8,36,25,10,0,0,4,25,37,ASCC+Antichain,0,false
PodelskiRybalchenko-LICS2004-Fig2_true-termination.c_Iteration2.ats,false,true,24,8,36,25,10,0,0,0,25,39,ASCC,0,false
PodelskiRybalchenko-LICS2004-Fig2_true-termination.c_Iteration2.ats,false,true,24,8,36,25,10,0,0,0,0,0,RABIT,121,false
UpAndDown_false-termination_true-no-overflow.c_Iteration15.ats,false,true,963,43,1269,181,14,0,0,0,181,63285,NCSB+Tarjan,376,false
UpAndDown_false-termination_true-no-overflow.c_Iteration15.ats,false,true,963,43,1269,181,14,806,19411,23947,181,46820,ASCC+Antichain,805,false
UpAndDown_false-termination_true-no-overflow.c_Iteration15.ats,false,true,963,43,1269,181,14,0,0,0,181,61331,ASCC,336,false
UpAndDown_false-termination_true-no-overflow.c_Iteration15.ats,false,true,963,43,1269,181,14,0,0,0,0,0,RABIT,17397,false
AliasDarteFeautrierGonnord-SAS2010-counterex1b_true-termination.c_Iteration4.ats,false,true,26,3,35,36,17,0,0,0,36,75,NCSB+Tarjan,0,true
AliasDarteFeautrierGonnord-SAS2010-counterex1b_true-termination.c_Iteration4.ats,false,true,26,3,35,36,17,1,18,46,36,69,ASCC+Antichain,1,true
AliasDarteFeautrierGonnord-SAS2010-counterex1b_true-termination.c_Iteration4.ats,false,true,26,3,35,36,17,0,0,0,36,75,ASCC,1,true
AliasDarteFeautrierGonnord-SAS2010-counterex1b_true-termination.c_Iteration4.ats,false,true,26,3,35,36,17,0,0,0,0,0,RABIT,167,true
UrbanMine-ESOP2014-Fig3_true-termination_true-no-overflow.c_Iteration3.ats,false,true,42,6,61,36,14,0,0,0,36,139,NCSB+Tarjan,0,false
UrbanMine-ESOP2014-Fig3_true-termination_true-no-overflow.c_Iteration3.ats,false,true,42,6,61,36,14,0,0,42,36,59,ASCC+Antichain,1,false
UrbanMine-ESOP2014-Fig3_true-termination_true-no-overflow.c_Iteration3.ats,false,true,42,6,61,36,14,0,0,0,36,59,ASCC,0,false
UrbanMine-ESOP2014-Fig3_true-termination_true-no-overflow.c_Iteration3.ats,false,true,42,6,61,36,14,0,0,0,0,0,RABIT,129,false
strtok_r_true-termination.c.i_Iteration3.ats,true,true,46,12,52,359,70,0,0,0,131,60,NCSB+Tarjan,0,false
strtok_r_true-termination.c.i_Iteration3.ats,true,true,46,12,52,359,70,0,0,17,131,44,ASCC+Antichain,0,false
strtok_r_true-termination.c.i_Iteration3.ats,true,true,46,12,52,359,70,0,0,0,131,44,ASCC,0,false
strtok_r_true-termination.c.i_Iteration3.ats,true,true,46,12,52,359,70,0,0,0,0,0,RABIT,1579,false
pals_lcr.4_true-unreach-call.ufo.BOUNDED-8.pals_true-termination.c_Iteration4.ats,true,true,107,7,146,487,125,0,0,0,487,821,NCSB+Tarjan,6,true
pals_lcr.4_true-unreach-call.ufo.BOUNDED-8.pals_true-termination.c_Iteration4.ats,true,true,107,7,146,487,125,27,178,363,487,596,ASCC+Antichain,5,true
pals_lcr.4_true-unreach-call.ufo.BOUNDED-8.pals_true-termination.c_Iteration4.ats,true,true,107,7,146,487,125,0,0,0,487,821,ASCC,6,true
pals_lcr.4_true-unreach-call.ufo.BOUNDED-8.pals_true-termination.c_Iteration4.ats,true,true,107,7,146,487,125,0,0,0,0,0,RABIT,121,true
count_up_and_down_alloca_true-termination.c.i_Iteration6.ats,false,true,42,14,45,91,35,0,0,0,91,119,NCSB+Tarjan,1,true
count_up_and_down_alloca_true-termination.c.i_Iteration6.ats,false,true,42,14,45,91,35,3,27,83,91,117,ASCC+Antichain,1,true
count_up_and_down_alloca_true-termination.c.i_Iteration6.ats,false,true,42,14,45,91,35,0,0,0,91,119,ASCC,0,true
count_up_and_down_alloca_true-termination.c.i_Iteration6.ats,false,true,42,14,45,91,35,0,0,0,0,0,RABIT,171,true
count_down-alloca_true-termination.c.i_Iteration3.ats,false,true,23,6,27,102,33,0,0,0,98,58,NCSB+Tarjan,1,false
count_down-alloca_true-termination.c.i_Iteration3.ats,false,true,23,6,27,102,33,0,1,18,98,58,ASCC+Antichain,0,false
count_down-alloca_true-termination.c.i_Iteration3.ats,false,true,23,6,27,102,33,0,0,0,98,58,ASCC,0,false
count_down-alloca_true-termination.c.i_Iteration3.ats,false,true,23,6,27,102,33,0,0,0,0,0,RABIT,350,false
c.01_assume-alloca_true-termination_true-no-overflow.c.i_Iteration2.ats,true,true,24,31,26,208,37,0,0,0,208,452,NCSB+Tarjan,2,false
c.01_assume-alloca_true-termination_true-no-overflow.c.i_Iteration2.ats,true,true,24,31,26,208,37,0,14,371,208,451,ASCC+Antichain,3,false
c.01_assume-alloca_true-termination_true-no-overflow.c.i_Iteration2.ats,true,true,24,31,26,208,37,0,0,0,208,452,ASCC,3,false
c.01_assume-alloca_true-termination_true-no-overflow.c.i_Iteration2.ats,true,true,24,31,26,208,37,0,0,0,0,0,RABIT,305,false
cstrcat_mixed_alloca_true-termination.c.i_Iteration2.ats,false,true,32,16,42,84,29,0,0,0,84,110,NCSB+Tarjan,0,true
cstrcat_mixed_alloca_true-termination.c.i_Iteration2.ats,false,true,32,16,42,84,29,0,10,90,84,106,ASCC+Antichain,0,true
cstrcat_mixed_alloca_true-termination.c.i_Iteration2.ats,false,true,32,16,42,84,29,0,0,0,84,110,ASCC,0,true
cstrcat_mixed_alloca_true-termination.c.i_Iteration2.ats,false,true,32,16,42,84,29,0,0,0,0,0,RABIT,77,true
Sunset_false-termination_true-no-overflow.c_Iteration3.ats,false,true,18,7,23,30,12,0,0,0,24,37,NCSB+Tarjan,0,false
Sunset_false-termination_true-no-overflow.c_Iteration3.ats,false,true,18,7,23,30,12,0,0,6,24,23,ASCC+Antichain,0,false
Sunset_false-termination_true-no-overflow.c_Iteration3.ats,false,true,18,7,23,30,12,0,0,0,24,23,ASCC,0,false
Sunset_false-termination_true-no-overflow.c_Iteration3.ats,false,true,18,7,23,30,12,0,0,0,0,0,RABIT,104,false
cstrpbrk_mixed_alloca_true-termination.c.i_Iteration3.ats,true,true,23,11,26,135,35,0,0,0,132,274,NCSB+Tarjan,2,false
cstrpbrk_mixed_alloca_true-termination.c.i_Iteration3.ats,true,true,23,11,26,135,35,0,44,135,132,240,ASCC+Antichain,1,false
cstrpbrk_mixed_alloca_true-termination.c.i_Iteration3.ats,true,true,23,11,26,135,35,0,0,0,132,274,ASCC,1,false
cstrpbrk_mixed_alloca_true-termination.c.i_Iteration3.ats,true,true,23,11,26,135,35,0,0,0,0,0,RABIT,278,false
AliasDarteFeautrierGonnord-SAS2010-nestedLoop_true-termination_true-no-overflow.c_Iteration3.ats,false,true,24,3,30,43,20,0,0,0,43,53,NCSB+Tarjan,1,false
AliasDarteFeautrierGonnord-SAS2010-nestedLoop_true-termination_true-no-overflow.c_Iteration3.ats,false,true,24,3,30,43,20,0,0,8,43,32,ASCC+Antichain,0,false
AliasDarteFeautrierGonnord-SAS2010-nestedLoop_true-termination_true-no-overflow.c_Iteration3.ats,false,true,24,3,30,43,20,0,0,0,43,32,ASCC,1,false
AliasDarteFeautrierGonnord-SAS2010-nestedLoop_true-termination_true-no-overflow.c_Iteration3.ats,false,true,24,3,30,43,20,0,0,0,0,0,RABIT,123,false
b.03-no-inv_assume-alloca_true-termination_true-no-overflow.c.i_Iteration2.ats,true,true,19,92,19,149,30,0,0,0,149,2258,NCSB+Tarjan,16,true
b.03-no-inv_assume-alloca_true-termination_true-no-overflow.c.i_Iteration2.ats,true,true,19,92,19,149,30,0,1275,354,149,1648,ASCC+Antichain,20,true
b.03-no-inv_assume-alloca_true-termination_true-no-overflow.c.i_Iteration2.ats,true,true,19,92,19,149,30,0,0,0,149,2258,ASCC,16,true
b.03-no-inv_assume-alloca_true-termination_true-no-overflow.c.i_Iteration2.ats,true,true,19,92,19,149,30,0,0,0,0,0,RABIT,78,true
PodelskiRybalchenko-LICS2004-Fig2_true-termination.c_Iteration3.ats,false,true,182,7,307,20,10,0,0,0,20,249,NCSB+Tarjan,1,false
PodelskiRybalchenko-LICS2004-Fig2_true-termination.c_Iteration3.ats,false,true,182,7,307,20,10,0,0,30,20,60,ASCC+Antichain,0,false
PodelskiRybalchenko-LICS2004-Fig2_true-termination.c_Iteration3.ats,false,true,182,7,307,20,10,0,0,0,20,66,ASCC,0,false
PodelskiRybalchenko-LICS2004-Fig2_true-termination.c_Iteration3.ats,false,true,182,7,307,20,10,0,0,0,0,0,RABIT,261,false
PodelskiRybalchenko-LICS2004-Fig2-TACAS2011-Fig3_true-termination.c_Iteration4.ats,false,true,202,17,377,40,10,0,0,0,40,7038,NCSB+Tarjan,32,false
PodelskiRybalchenko-LICS2004-Fig2-TACAS2011-Fig3_true-termination.c_Iteration4.ats,false,true,202,17,377,40,10,0,273,717,40,1183,ASCC+Antichain,5,false
PodelskiRybalchenko-LICS2004-Fig2-TACAS2011-Fig3_true-termination.c_Iteration4.ats,false,true,202,17,377,40,10,0,0,0,40,1647,ASCC,5,false
PodelskiRybalchenko-LICS2004-Fig2-TACAS2011-Fig3_true-termination.c_Iteration4.ats,false,true,202,17,377,40,10,0,0,0,0,0,RABIT,2026,false
b.17_true-termination_true-no-overflow.c_Iteration2.ats,true,true,6,6,7,32,13,0,0,0,32,19,NCSB+Tarjan,0,false
b.17_true-termination_true-no-overflow.c_Iteration2.ats,true,true,6,6,7,32,13,0,1,4,32,19,ASCC+Antichain,0,false
b.17_true-termination_true-no-overflow.c_Iteration2.ats,true,true,6,6,7,32,13,0,0,0,32,19,ASCC,0,false
b.17_true-termination_true-no-overflow.c_Iteration2.ats,true,true,6,6,7,32,13,0,0,0,0,0,RABIT,91,false
c.02_true-termination_true-no-overflow.c_Iteration2.ats,true,true,6,5,7,31,13,0,0,0,31,16,NCSB+Tarjan,0,false
c.02_true-termination_true-no-overflow.c_Iteration2.ats,true,true,6,5,7,31,13,0,0,4,31,16,ASCC+Antichain,1,false
c.02_true-termination_true-no-overflow.c_Iteration2.ats,true,true,6,5,7,31,13,0,0,0,31,16,ASCC,0,false
c.02_true-termination_true-no-overflow.c_Iteration2.ats,true,true,6,5,7,31,13,0,0,0,0,0,RABIT,90,false
cstrcat_reverse_alloca_true-termination.c.i_Iteration2.ats,false,true,24,6,30,81,29,0,0,0,81,57,NCSB+Tarjan,0,true
cstrcat_reverse_alloca_true-termination.c.i_Iteration2.ats,false,true,24,6,30,81,29,0,3,49,81,55,ASCC+Antichain,0,true
cstrcat_reverse_alloca_true-termination.c.i_Iteration2.ats,false,true,24,6,30,81,29,0,0,0,81,57,ASCC,1,true
cstrcat_reverse_alloca_true-termination.c.i_Iteration2.ats,false,true,24,6,30,81,29,0,0,0,0,0,RABIT,71,true
Sunset_false-termination_true-no-overflow.c_Iteration4.ats,false,true,18,8,25,41,12,0,0,0,39,274,NCSB+Tarjan,1,false
Sunset_false-termination_true-no-overflow.c_Iteration4.ats,false,true,18,8,25,41,12,10,84,122,39,232,ASCC+Antichain,1,false
Sunset_false-termination_true-no-overflow.c_Iteration4.ats,false,true,18,8,25,41,12,0,0,0,39,232,ASCC,1,false
Sunset_false-termination_true-no-overflow.c_Iteration4.ats,false,true,18,8,25,41,12,0,0,0,0,0,RABIT,157,false
c.03-alloca_true-termination_true-no-overflow.c.i_Iteration4.ats,false,true,64,34,68,153,32,0,0,0,153,2474,NCSB+Tarjan,10,true
c.03-alloca_true-termination_true-no-overflow.c.i_Iteration4.ats,false,true,64,34,68,153,32,28,1006,300,153,1406,ASCC+Antichain,7,true
c.03-alloca_true-termination_true-no-overflow.c.i_Iteration4.ats,false,true,64,34,68,153,32,0,0,0,153,2474,ASCC,9,true
c.03-alloca_true-termination_true-no-overflow.c.i_Iteration4.ats,false,true,64,34,68,153,32,0,0,0,0,0,RABIT,97,true
email_spec27_product18_false-unreach-call_true-termination.cil.c_Iteration2.ats,false,true,685,6,1232,1737,753,0,0,0,1737,2024,NCSB+Tarjan,35,true
email_spec27_product18_false-unreach-call_true-termination.cil.c_Iteration2.ats,false,true,685,6,1232,1737,753,4,12,1375,1737,1510,ASCC+Antichain,26,true
email_spec27_product18_false-unreach-call_true-termination.cil.c_Iteration2.ats,false,true,685,6,1232,1737,753,0,0,0,1737,2024,ASCC,35,true
email_spec27_product18_false-unreach-call_true-termination.cil.c_Iteration2.ats,false,true,685,6,1232,1737,753,0,0,0,0,0,RABIT,613,true
transmitter.03_false-unreach-call_false-termination.cil.c_Iteration13.ats,true,true,1000,17,1324,3958,438,0,0,0,3958,81185,NCSB+Tarjan,1226,false
transmitter.03_false-unreach-call_false-termination.cil.c_Iteration13.ats,true,true,1000,17,1324,3958,438,4060,21845,11840,3958,38753,ASCC+Antichain,526,false
transmitter.03_false-unreach-call_false-termination.cil.c_Iteration13.ats,true,true,1000,17,1324,3958,438,0,0,0,3958,80117,ASCC,1284,false
transmitter.03_false-unreach-call_false-termination.cil.c_Iteration13.ats,true,true,1000,17,1324,3958,438,0,0,0,0,0,RABIT,60006,null
toy_true-unreach-call_false-termination.cil.c_Iteration6.ats,true,true,162,23,281,2892,238,0,0,0,2892,26206,NCSB+Tarjan,374,false
