FILE,LHS_SEMIDETERMINISTIC,RHS_SEMIDETERMINISTIC,LHS_STATES,RHS_STATES,LHS_TRANS,RHS_TRANS,ALPHABET_SIZE,RESULT_STATES,ALGORITHM,RUNTIME(ms),RESULT
a.06-alloca_true-termination_true-no-overflow.c.i_INTSET_LAZY3_Iteration6.ats,false,false,45,11,48,46,56,86,DifferenceTarjan+TreeSet+BA,79,true
a.06-alloca_true-termination_true-no-overflow.c.i_INTSET_LAZY3_Iteration6.ats,false,false,45,11,48,46,56,84,DifferenceTarjan+TreeSet+GBA,65,true
a.06-alloca_true-termination_true-no-overflow.c.i_INTSET_LAZY3_Iteration6.ats,false,false,45,11,48,46,56,86,DifferenceTarjan+TreeSet+lazyS+BA,47,true
a.06-alloca_true-termination_true-no-overflow.c.i_INTSET_LAZY3_Iteration6.ats,false,false,45,11,48,46,56,84,DifferenceTarjan+TreeSet+lazyS+GBA,36,true
a.06-alloca_true-termination_true-no-overflow.c.i_INTSET_LAZY3_Iteration6.ats,false,false,45,11,48,46,56,84,DifferenceTarjan+TreeSet+lazyB+BA,41,true
a.06-alloca_true-termination_true-no-overflow.c.i_INTSET_LAZY3_Iteration6.ats,false,false,45,11,48,46,56,83,DifferenceTarjan+TreeSet+lazyB+GBA,35,true
a.06-alloca_true-termination_true-no-overflow.c.i_INTSET_LAZY3_Iteration6.ats,false,false,45,11,48,46,56,84,DifferenceTarjan+TreeSet+lazyS+lazyB+BA,30,true
a.06-alloca_true-termination_true-no-overflow.c.i_INTSET_LAZY3_Iteration6.ats,false,false,45,11,48,46,56,83,DifferenceTarjan+TreeSet+lazyS+lazyB+GBA,45,true
a.06-alloca_true-termination_true-no-overflow.c.i_ORIGINAL_Iteration6.ats,false,false,45,11,48,46,56,86,DifferenceTarjan+TreeSet+BA,57,true
a.06-alloca_true-termination_true-no-overflow.c.i_ORIGINAL_Iteration6.ats,false,false,45,11,48,46,56,84,DifferenceTarjan+TreeSet+GBA,48,true
a.06-alloca_true-termination_true-no-overflow.c.i_ORIGINAL_Iteration6.ats,false,false,45,11,48,46,56,86,DifferenceTarjan+TreeSet+lazyS+BA,48,true
a.06-alloca_true-termination_true-no-overflow.c.i_ORIGINAL_Iteration6.ats,false,false,45,11,48,46,56,84,DifferenceTarjan+TreeSet+lazyS+GBA,48,true
a.06-alloca_true-termination_true-no-overflow.c.i_ORIGINAL_Iteration6.ats,false,false,45,11,48,46,56,84,DifferenceTarjan+TreeSet+lazyB+BA,42,true
a.06-alloca_true-termination_true-no-overflow.c.i_ORIGINAL_Iteration6.ats,false,false,45,11,48,46,56,83,DifferenceTarjan+TreeSet+lazyB+GBA,88,true
a.06-alloca_true-termination_true-no-overflow.c.i_ORIGINAL_Iteration6.ats,false,false,45,11,48,46,56,84,DifferenceTarjan+TreeSet+lazyS+lazyB+BA,40,true
a.06-alloca_true-termination_true-no-overflow.c.i_ORIGINAL_Iteration6.ats,false,false,45,11,48,46,56,83,DifferenceTarjan+TreeSet+lazyS+lazyB+GBA,145,true
a.07-alloca_true-termination_true-no-overflow.c.i_INTSET_LAZY2_Iteration2.ats,false,false,21,16,21,37,29,38,DifferenceTarjan+TreeSet+BA,58,true
a.07-alloca_true-termination_true-no-overflow.c.i_INTSET_LAZY2_Iteration2.ats,false,false,21,16,21,37,29,36,DifferenceTarjan+TreeSet+GBA,60,true
a.07-alloca_true-termination_true-no-overflow.c.i_INTSET_LAZY2_Iteration2.ats,false,false,21,16,21,37,29,38,DifferenceTarjan+TreeSet+lazyS+BA,35,true
a.07-alloca_true-termination_true-no-overflow.c.i_INTSET_LAZY2_Iteration2.ats,false,false,21,16,21,37,29,36,DifferenceTarjan+TreeSet+lazyS+GBA,40,true
a.07-alloca_true-termination_true-no-overflow.c.i_INTSET_LAZY2_Iteration2.ats,false,false,21,16,21,37,29,36,DifferenceTarjan+TreeSet+lazyB+BA,30,true
a.07-alloca_true-termination_true-no-overflow.c.i_INTSET_LAZY2_Iteration2.ats,false,false,21,16,21,37,29,35,DifferenceTarjan+TreeSet+lazyB+GBA,35,true
